,Company,rating,reviews,place,company type,old
7251,SEG Automotive,3.8,(60 Reviews),4 years old,Stuttgart + 4 more,201-500 Employees (India)
7252,Fisdom,4.1,(60 Reviews),7 years old,"Bangalore,Karnataka + 13 more",201-500 Employees (India)
7253,OVT India,4.0,(60 Reviews),20 years old,"Noida,Uttar Pradesh + 3 more",501-1k Employees (Global)
7254,Irvine Infocom,3.2,(60 Reviews),"New Delhi,Delhi + 2 more",Private,6 years old
7255,Contacare Eye Ho...,3.2,(60 Reviews),35 years old,Thane + 16 more,201-500 Employees (Global)
7256,AAK KAMANI,4.2,(60 Reviews),60 years old,Mumbai + 8 more,51-200 Employees (India)
7257,Glatt Systems,4.2,(60 Reviews),Baden-Württemberg,Private,68 years old
7258,Just Buy Live En...,3.6,(60 Reviews),7 years old,"Mumbai,Maharashtra + 8 more",201-500 Employees (Global)
7259,Father Muller Me...,4.4,(60 Reviews),142 years old,Mangaluru + 1 more,1k-5k Employees (India)
7260,ElringKlinger AG,4.5,(60 Reviews),Dettingen + 2 more,Private,143 years old
7261,Trell,3.4,(60 Reviews),6 years old,"Bangalore,Karnataka + 5 more",501-1k Employees (India)
7262,OVT India,4.0,(60 Reviews),20 years old,"Noida,Uttar Pradesh + 3 more",501-1k Employees (India)
7263,FNF India,4.0,(60 Reviews),15 years old,"Bangalore/Bengaluru,Karnataka + 2 more",1k-5k Employees (India)
7264,Ambey Mining,3.7,(60 Reviews),Kolkata + 5 more,Private,17 years old
7265,JSM Corporation,3.7,(60 Reviews),"Mumbai,Maharashtra + 10 more",Private,18 years old
7266,LNJ Bhilwara Gro...,3.8,(60 Reviews),Noida + 14 more,Private,62 years old
7267,GreenPoint Globa...,3.0,(60 Reviews),Rye + 1 more,Private,21 years old
7268,Ahlcon Parentera...,3.9,(60 Reviews),"Delhi/NCR,New Delhi + 4 more",Private,30 years old
7269,Seco Komos Autom...,3.6,(60 Reviews),Hwaseong-si + 3 more,Private,55 years old
7270,Total Shipping &...,4.0,(60 Reviews),24 years old,"Mumbai,Maharashtra + 15 more",201-500 Employees (India)
7271,Swami Vivekanand...,3.7,(60 Reviews),"Meerut,Uttar Pradesh",Private,14 years old
7272,Srinivasa Sales ...,3.5,(60 Reviews),Hyderabad + 7 more,Private,13 years old
7273,Contacare Eye Ho...,3.2,(60 Reviews),35 years old,Thane + 16 more,201-500 Employees (Global)
7274,Arvind Techno En...,4.1,(60 Reviews),44 years old,New Delhi + 13 more,51-200 Employees (India)
7275,Suryalakshmi Cot...,3.8,(60 Reviews),"Hyderabad/Secunderabad,Telangana + 6 more",Public,60 years old
7276,D.B ENGINEERING,4.3,(60 Reviews),New Delhi + 6 more,Private,71 years old
7277,Kwality Pharmace...,4.0,(60 Reviews),Amritsar + 5 more,Public,39 years old
7278,Datacomp Web Tec...,3.6,(60 Reviews),"Mumbai,Maharashtra + 9 more",Private,37 years old
7279,Hindustan Steelw...,4.1,(60 Reviews),Kolkata + 11 more,Private,58 years old
7280,DMI DRAEXLMAIER ...,4.3,(60 Reviews),Vilsbiburg,Private,64 years old
7281,Scc Infrastructu...,3.3,(60 Reviews),"Ahmedabad,Gujarat + 8 more",Private,28 years old
7282,Glatt Systems,4.2,(60 Reviews),Baden-Württemberg,Private,68 years old
7283,Born Commerce,4.4,(60 Reviews),11 years old,"New York,New York + 2 more",1k-5k Employees (India)
7284,RWS Moravia,3.8,(60 Reviews),Chalfont St Peter + 2 more,Private,32 years old
7285,Ruby General Hos...,3.6,(60 Reviews),Kolkata,Public,27 years old
7286,Amagi Media Labs,4.2,(60 Reviews),"Bangalore/Bengaluru,Karnataka + 3 more",Private,14 years old
7287,20Cube Logistics,3.6,(60 Reviews),11 years old,Singapore + 10 more,51-200 Employees (India)
7288,TestingXperts,4.2,(75 Reviews),"Mechanicsburg,Pennsylvania + 2 more",Private,26 years old
7289,Share Chat,4.4,(67 Reviews),"Bangalore,Karnataka + 9 more",Private,7 years old
7290,Intuit,3.6,(61 Reviews),"Mountain View,California + 2 more",Private,17 years old
7291,Samsung SDS,3.8,(59 Reviews),Seoul + 11 more,Private,37 years old
7292,Ducat,3.8,(59 Reviews),"Noida,Uttar Pradesh + 2 more",Private,23 years old
7293,Hindustan Motors,4.0,(59 Reviews),Kolkata + 12 more,Public,80 years old
7294,Facilities And B...,4.0,(59 Reviews),Bangalore + 7 more,Private,17 years old
7295,Voltamp Transfor...,3.6,(59 Reviews),"Vadodara/Baroda,Gujarat + 8 more",Public,59 years old
7296,Dew Solutions,4.1,(59 Reviews),Gurgaon + 3 more,Private,12 years old
7297,Metro One Operat...,4.3,(59 Reviews),Mumbai,Private,16 years old
7298,Optimus Global S...,4.5,(59 Reviews),20 years old,"Chennai,Tamil Nadu + 3 more",51-200 Employees (India)
7299,Prabha Engineeri...,3.7,(59 Reviews),Mumbai + 6 more,Private,64 years old
7300,Sobha Engineerin...,3.7,(59 Reviews),19 years old,Dubai + 7 more,1k-5k Employees (Global)
7301,L&T Realty,3.9,(59 Reviews),501-1k Employees (India),Mumbai + 6 more,
7302,Bharat Hotels,3.9,(59 Reviews),41 years old,"Delhi/NCR,New Delhi + 7 more",51-200 Employees (India)
7303,Lark Laboratorie...,3.8,(59 Reviews),43 years old,New Delhi + 7 more,51-200 Employees (India)
7304,Telecomone Teles...,3.7,(59 Reviews),Bengaluru + 13 more,Private,16 years old
7305,ANSR Source,3.7,(59 Reviews),"Dallas,Texas",Private,19 years old
7306,PGIMER,4.3,(59 Reviews),"Chandigarh,Chandigarh + 3 more",Private,59 years old
7307,SMARTe,3.5,(59 Reviews),"Delhi,NCT + 7 more",Private,8 years old
7308,Pilot Industries,3.2,(59 Reviews),"Delhi/NCR,Delhi + 10 more",Private,53 years old
7309,Unique Builders,3.4,(59 Reviews),Jaipur + 10 more,Private,20 years old
7310,International SO...,3.3,(59 Reviews),Singapore + 10 more,Private,22 years old
7311,DESIGNCO,3.9,(59 Reviews),"Moradabad,Uttar Pradesh + 4 more",Private,17 years old
7312,Express Roadways,3.9,(59 Reviews),29 years old,New Delhi + 17 more,51-200 Employees (India)
7313,Paranjape Autoca...,3.8,(59 Reviews),49 years old,Pune,501-1k Employees (India)
7314,Reynolds,4.5,(59 Reviews),77 years old,Minnesota + 16 more,
7315,Elysium Pharmace...,3.1,(59 Reviews),"Vadodara/Baroda,Gujarat + 1 more",Public,26 years old
7316,Platinum One,3.6,(59 Reviews),14 years old,Thane + 5 more,501-1k Employees (India)
7317,LIC Mutual Fund,3.8,(59 Reviews),"Mumbai,Maharashtra + 24 more",Public,33 years old
7318,Enpro Industries,3.7,(59 Reviews),34 years old,Pune + 1 more,201-500 Employees (Global)
7319,Fresh & Honest C...,4.1,(59 Reviews),25 years old,Chennai + 8 more,201-500 Employees (India)
7320,AB Mauri India,4.1,(59 Reviews),62 years old,"Bangalore/Bengaluru,Karnataka + 10 more",201-500 Employees (India)
7321,Kevin Process Te...,3.2,(59 Reviews),Ahmedabad,Private,27 years old
7322,Amwaj Catering S...,4.1,(59 Reviews),16 years old,Doha + 3 more,
7323,Rohini Industria...,3.8,(59 Reviews),Mumbai + 12 more,Public,39 years old
7324,Infoplus Technol...,3.7,(59 Reviews),Borehamwood + 2 more,Private,22 years old
7325,Dunnhumby,4.1,(59 Reviews),"Brook Green,London",Private,14 years old
7326,Paramatrix Techn...,4.3,(59 Reviews),"Mumbai,Maharashtra + 2 more",Private,18 years old
7327,Algoworks Techno...,4.2,(59 Reviews),"Noida,Uttar Pradesh",Private,16 years old
7328,Reliance Lifesty...,4.5,(59 Reviews),51-200 Employees (India),Mumbai + 17 more,
7329,Saboo RKS Motor,4.5,(59 Reviews),Hyderabad + 2 more,Private,49 years old
7330,Digital Minds So...,3.8,(59 Reviews),10 years old,Hyderabad,51-200 Employees (India)
7331,Alp Nishikawa,4.2,(59 Reviews),Gurgaon + 4 more,Private,26 years old
7332,Talent Sprint,4.2,(59 Reviews),14 years old,"Hyderabad/Secunderabad,Telangana",11-50 Employees (India)
7333,Transdyne IT Ser...,3.2,(59 Reviews),"Hyderabad/Secunderabad,Telangana + 4 more",Private,20 years old
7334,Punjab Kesari,4.0,(59 Reviews),"Delhi/NCR,Delhi + 10 more",Private,57 years old
7335,Brahmaputra Crac...,4.6,(59 Reviews),Guwahati + 7 more,Private,15 years old
7336,FANUC,4.0,(59 Reviews),Oshino + 9 more,Private,66 years old
7337,Skillmine Techno...,4.3,(59 Reviews),11 years old,"Bangalore/Bengaluru,Karnataka + 4 more",201-500 Employees (India)
7338,Ardom Telecom,3.6,(59 Reviews),13 years old,Gurgaon + 7 more,
7339,Ahana Systems & ...,4.0,(59 Reviews),"Bangalore/Bengaluru,Karnataka + 8 more",Private,15 years old
7340,Saint-Gobain Web...,3.9,(59 Reviews),1k-5k Employees (India),Mumbai + 15 more,
7341,International La...,4.5,(59 Reviews),16 years old,Gurgaon + 1 more,201-500 Employees (India)
7342,Ishan Netsol,4.0,(59 Reviews),Rajkot + 12 more,Private,22 years old
7343,KHD Humboldt Wed...,4.4,(59 Reviews),"Delhi/NCR,Delhi + 2 more",Private,46 years old
7344,Sun Business Sol...,4.0,(59 Reviews),"Chennai,Tamil Nadu + 7 more",Private,12 years old
7345,JPAL,4.7,(59 Reviews),Cambridge + 19 more,Private,19 years old
7346,Thejo Engineerin...,4.3,(59 Reviews),"Chennai,Tamil Nadu + 13 more",Public,48 years old
7347,Golden Tulip Cha...,4.0,(59 Reviews),Puteaux + 13 more,Private,60 years old
7348,CollegeDekho,3.6,(59 Reviews),7 years old,"Gurgaon,Haryana + 8 more",501-1k Employees (India)
7349,Brahmaputra Crac...,4.6,(59 Reviews),Guwahati + 7 more,Private,15 years old
7350,Golden Tulip Cha...,4.0,(59 Reviews),Puteaux + 13 more,Private,60 years old
7351,Metro One Operat...,4.3,(59 Reviews),Mumbai,Private,16 years old
7352,Saint-Gobain Web...,3.9,(59 Reviews),1k-5k Employees (India),Mumbai + 15 more,
7353,CollegeDekho,3.6,(59 Reviews),7 years old,"Gurgaon,Haryana + 8 more",501-1k Employees (India)
7354,Perto,4.4,(59 Reviews),34 years old,"Gravataí,Gravataí + 6 more",11-50 Employees (India)
7355,Govind Milk & Mi...,4.2,(59 Reviews),Satara + 8 more,Private,26 years old
7356,Ishan Netsol,4.0,(59 Reviews),Rajkot + 12 more,Private,22 years old
7357,Ardom Telecom,3.6,(59 Reviews),13 years old,Gurgaon + 7 more,
7358,Punjab Kesari,4.0,(59 Reviews),"Delhi/NCR,Delhi + 10 more",Private,57 years old
7359,DESIGNCO,3.9,(59 Reviews),"Moradabad,Uttar Pradesh + 4 more",Private,17 years old
7360,Fresh & Honest C...,4.1,(59 Reviews),25 years old,Chennai + 8 more,201-500 Employees (India)
7361,Cico Technologie...,3.9,(59 Reviews),New Delhi + 17 more,Private,92 years old
7362,Gates Unitta Ind...,4.5,(59 Reviews),Singapore + 8 more,Private,111 years old
7363,Superon Schweiss...,4.2,(59 Reviews),Gurgaon + 2 more,Public,28 years old
7364,Techflow Enginee...,4.0,(59 Reviews),27 years old,Navi Mumbai + 8 more,201-500 Employees (Global)
7365,B.l Lifesciences,3.7,(59 Reviews),38 years old,New Delhi + 13 more,51-200 Employees (India)
7366,Vhb Medi Science...,3.5,(59 Reviews),Mumbai + 5 more,Private,76 years old
7367,Monsanto Holding...,4.7,(59 Reviews),"Creve Coeur,Missouri + 15 more",Private,121 years old
7368,L&T Realty,3.9,(59 Reviews),501-1k Employees (India),Mumbai + 6 more,
7369,Rotana Hotels,4.4,(59 Reviews),30 years old,Abu Dhabi + 9 more,10k-50k Employees (Global)
7370,Express Roadways,3.9,(59 Reviews),29 years old,New Delhi + 17 more,51-200 Employees (India)
7371,Paranjape Autoca...,3.8,(59 Reviews),49 years old,Pune,501-1k Employees (India)
7372,iLabz Technology,3.1,(59 Reviews),"Bangalore/Bengaluru,Karnataka + 10 more",LLP,8 years old
7373,Air Force School,4.3,(59 Reviews),"Delhi/NCR,Delhi + 14 more",Private,67 years old
7374,Tata Lockheed Ma...,4.2,(59 Reviews),Bethesda + 2 more,Private,110 years old
7375,Shriram Fertiliz...,4.7,(59 Reviews),32 years old,New Delhi + 17 more,5k-10k Employees (Global)
7376,Sri Chaitanya Ju...,4.2,(59 Reviews),Hyderabad + 12 more,Private,36 years old
7377,ATC India Tower ...,3.9,(59 Reviews),New Delhi + 21 more,Private,15 years old
7378,MODI HYUNDAI,4.0,(59 Reviews),Mumbai + 3 more,Private,13 years old
7379,Shriram Fertiliz...,4.7,(59 Reviews),32 years old,New Delhi + 17 more,5k-10k Employees (Global)
7380,iLabz Technology,3.1,(59 Reviews),"Bangalore/Bengaluru,Karnataka + 10 more",LLP,8 years old
7381,Sai Estate consu...,2.7,(59 Reviews),"Mumbai,Maharashtra + 13 more",Private,13 years old
7382,Ambuja Cement Fo...,4.4,(59 Reviews),29 years old,Mumbai + 20 more,51-200 Employees (India)
7383,Education Sector,4.4,(59 Reviews),11-50 Employees (Global),Hyderabad/Secunderabad + 31 more,
7384,DCDC Kidney Care,3.1,(59 Reviews),13 years old,"Delhi,NCT + 16 more",51-200 Employees (Global)
7385,Kovai.co,4.7,(59 Reviews),,51-200 Employees (India),
7386,Bloombrain Learn...,3.2,(59 Reviews),,New Delhi + 5 more,
7387,ABP Network,4.1,(59 Reviews),19 years old,"Noida,Uttar Pradesh + 7 more",1k-5k Employees (India)
7388,Hitachi ABB Powe...,3.9,(59 Reviews),4 years old,"Zurich,Zurich + 9 more",10k-50k Employees (Global)
7389,Apisero,4.4,(59 Reviews),6 years old,Chandler + 6 more,1k-5k Employees (India)
7390,Radiant Applianc...,3.6,(59 Reviews),"Hyderabad/Secunderabad,Telangana",LLP,3 years old
7391,Sri Chaitanya Ju...,4.2,(59 Reviews),Hyderabad + 12 more,Private,36 years old
7392,GO MO Group AB,4.4,(59 Reviews),Kista,Private,8 years old
7393,Kiran Udyog Auto...,3.6,(59 Reviews),38 years old,"Gurgaon/Gurugram,Haryana + 6 more",201-500 Employees (Global)
7394,HGS TECHNOLOGIES,3.9,(59 Reviews),11-50 Employees (Global),Bengaluru/Bangalore + 11 more,
7395,Air Force School,4.3,(59 Reviews),"Delhi/NCR,Delhi + 14 more",Private,67 years old
7396,Shri Ramswaroop ...,4.9,(59 Reviews),,51-200 Employees (India),
7397,Grecian Super Sp...,2.6,(59 Reviews),Mohali + 1 more,Private,16 years old
7398,Gates Unitta Ind...,4.5,(59 Reviews),Singapore + 8 more,Private,111 years old
7399,Superon Schweiss...,4.2,(59 Reviews),Gurgaon + 2 more,Public,28 years old
7400,Techflow Enginee...,4.0,(59 Reviews),27 years old,Navi Mumbai + 8 more,201-500 Employees (Global)
7401,B.l Lifesciences,3.7,(59 Reviews),38 years old,New Delhi + 13 more,51-200 Employees (India)
7402,Alphamed Formula...,4.0,(59 Reviews),Hyderabad/Secunderabad + 2 more,Private,16 years old
7403,Cex Webuy Entert...,3.6,(59 Reviews),"Mumbai,Maharastra + 9 more",Private,30 years old
7404,Rhydburg Pharmac...,3.3,(59 Reviews),"Delhi/NCR,Delhi + 2 more",Public,35 years old
7405,Tech2Globe,4.2,(59 Reviews),"Delhi/NCR,Delhi",LLP,8 years old
7406,DB Engineering &...,4.5,(59 Reviews),56 years old,"Berlin,Berlin + 6 more",201-500 Employees (India)
7407,Sunstone Eduvers...,4.4,(59 Reviews),11 years old,"Gurgaon,Haryana + 9 more",51-200 Employees (India)
7408,Manipal Group,4.0,(1.6k Reviews),69 years old,"Bangalore/Bengaluru,Karnataka + 11 more",5k-10k Employees (India)
7409,Reliance Group,3.9,(527 Reviews),Mumbai + 17 more,Private,56 years old
7410,Komatsu,4.3,(70 Reviews),Tokyo + 10 more,Private,101 years old
7411,The World Bank,4.4,(58 Reviews),"Washington,Washington D.C. + 8 more",Private,78 years old
7412,Auditime Informa...,3.4,(58 Reviews),Mumbai + 2 more,Private,23 years old
7413,The Energy and R...,3.8,(58 Reviews),New Delhi + 7 more,Private,48 years old
7414,Aurus,2.8,(58 Reviews),"Norwood,Massachusetts + 1 more",Private,22 years old
7415,Edureka!,3.4,(58 Reviews),"Bangalore,Karnataka + 3 more",Private,11 years old
7416,Jawaharlal Nehru...,4.4,(58 Reviews),"Ajmer,Rajasthan + 8 more",Private,57 years old
7417,Prince Aly Khan ...,3.3,(58 Reviews),77 years old,"Mumbai,Maharashtra",11-50 Employees (India)
7418,Kyocera Document...,3.6,(58 Reviews),Osaka + 12 more,Private,88 years old
7419,Expeditors Inter...,4.2,(58 Reviews),"Seattle,Washington + 10 more",Private,43 years old
7420,MAMTA Health Ins...,4.2,(58 Reviews),32 years old,New Delhi + 14 more,11-50 Employees (India)
7421,Apcotex Industri...,4.0,(58 Reviews),"Mumbai,Maharashtra + 6 more",Public,42 years old
7422,LUK INDIA,4.3,(58 Reviews),Fitchburg + 3 more,Private,51-200 Employees (Global)
7423,Plr Projects,4.3,(58 Reviews),42 years old,Hyderabad + 10 more,201-500 Employees (India)
7424,Arteria Technolo...,2.6,(58 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",Private,15 years old
7425,Experion Develop...,4.5,(58 Reviews),"Gurgaon,Haryana",Private,16 years old
7426,Kemin Industries,4.2,(58 Reviews),Des Moines + 12 more,Private,61 years old
7427,Hindustan Colas,3.8,(58 Reviews),"Mumbai,Maharashtra + 13 more",Private,26 years old
7428,Peekay Steel Cas...,4.2,(58 Reviews),Calicut + 1 more,Private,31 years old
7429,Apex Auto,3.7,(58 Reviews),Jamshedpur + 8 more,Public,28 years old
7430,Lister Technolog...,4.0,(58 Reviews),22 years old,"Chennai,Tamil Nadu",501-1k Employees (India)
7431,SSM InfoTech Sol...,3.0,(58 Reviews),"Surat,Gujarat + 5 more",Private,21 years old
7432,Siemens PLM Soft...,4.3,(58 Reviews),Plano + 3 more,Private,25 years old
7433,The India Thermi...,3.5,(58 Reviews),Kanpur + 5 more,Public,71 years old
7434,NIFA Infocomp Se...,3.7,(58 Reviews),"Delhi/NCR,Delhi + 14 more",Private,16 years old
7435,INDOASIAN,3.9,(58 Reviews),"Noida,Uttar Pradesh + 13 more",Private,64 years old
7436,Venus Home Appli...,4.3,(58 Reviews),Thoothukudi + 13 more,Private,58 years old
7437,Line O Matic Gra...,3.5,(58 Reviews),25 years old,Ahmedabad,201-500 Employees (India)
7438,Preca Solutions,4.0,(58 Reviews),"Hyderabad,Telangana",Private,12 years old
7439,Dd Motors,3.8,(58 Reviews),New Delhi + 4 more,Private,26 years old
7440,Flytxt Mobile So...,4.0,(58 Reviews),Nieuwegein + 4 more,Private,14 years old
7441,Experion Develop...,4.5,(58 Reviews),"Gurgaon,Haryana",Private,16 years old
7442,Arteria Technolo...,2.6,(58 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",Private,15 years old
7443,SMERA Ratings,3.8,(58 Reviews),"Mumbai,Maharashtra + 14 more",Private,17 years old
7444,Techolution,4.2,(58 Reviews),"New York,New York + 2 more",Private,7 years old
7445,Firestar Diamond,4.2,(58 Reviews),"Mumbai,Maharashtra + 3 more",Private,23 years old
7446,Udaan Technologi...,3.6,(58 Reviews),11 years old,Noida + 25 more,11-50 Employees (India)
7447,Government of Gu...,4.0,(58 Reviews),Gandhinagar + 15 more,Public,62 years old
7448,Mobineers Info S...,3.8,(58 Reviews),18 years old,"Delhi/NCR,Delhi + 8 more",51-200 Employees (India)
7449,SecureNow Insura...,3.8,(58 Reviews),"Delhi,NCT + 5 more",Private,11 years old
7450,The World Bank,4.4,(58 Reviews),"Washington,Washington D.C. + 8 more",Private,78 years old
7451,Auditime Informa...,3.4,(58 Reviews),Mumbai + 2 more,Private,23 years old
7452,The Energy and R...,3.8,(58 Reviews),New Delhi + 7 more,Private,48 years old
7453,Featherlite,3.4,(58 Reviews),"Bangalore/Bengaluru,Karnataka + 6 more",Private,57 years old
7454,Peekay Steel Cas...,4.2,(58 Reviews),Calicut + 1 more,Private,31 years old
7455,Nath Bio - Genes,4.2,(58 Reviews),Aurangabad + 11 more,Public,43 years old
7456,Jawaharlal Nehru...,4.4,(58 Reviews),"Ajmer,Rajasthan + 8 more",Private,57 years old
7457,Kyocera Document...,3.6,(58 Reviews),Osaka + 12 more,Private,88 years old
7458,Al Adrak Trading...,4.0,(58 Reviews),32 years old,Muscat + 9 more,5k-10k Employees (Global)
7459,Expeditors Inter...,4.2,(58 Reviews),"Seattle,Washington + 10 more",Private,43 years old
7460,Mitsubishi Power...,4.2,(58 Reviews),Yokohama + 8 more,Private,8 years old
7461,Engineering Proj...,4.0,(58 Reviews),New Delhi + 14 more,Private,52 years old
7462,MAMTA Health Ins...,4.2,(58 Reviews),32 years old,New Delhi + 14 more,11-50 Employees (India)
7463,Mangalore Chemic...,4.0,(58 Reviews),48 years old,"Bangalore/Bengaluru,Karnataka + 5 more",
7464,ECPL,3.7,(58 Reviews),Bengaluru + 3 more,Private,20 years old
7465,EMSON GEARS,4.1,(58 Reviews),Ludhiana + 2 more,Private,52 years old
7466,Meghmani Industr...,4.4,(58 Reviews),36 years old,Charlotte + 4 more,
7467,Golcha Associate...,4.3,(58 Reviews),"Jaipur,Rajasthan + 8 more",Private,67 years old
7468,Tirupati Group,4.3,(58 Reviews),"Sirmour,Himachal Pradesh + 6 more",Public,17 years old
7469,Government of Gu...,4.0,(58 Reviews),Gandhinagar + 15 more,Public,62 years old
7470,Mobineers Info S...,3.8,(58 Reviews),18 years old,"Delhi/NCR,Delhi + 8 more",51-200 Employees (India)
7471,SecureNow Insura...,3.8,(58 Reviews),"Delhi,NCT + 5 more",Private,11 years old
7472,Macurex Sensors,3.8,(58 Reviews),Bangalore + 1 more,Private,501-1k Employees (India)
7473,LatentView Analy...,4.0,(58 Reviews),"Princeton,New Jersey + 2 more",Private,16 years old
7474,Medvarsity Onlin...,3.2,(58 Reviews),"Hyderabad/Secunderabad,Telangana + 4 more",Public,22 years old
7475,Lifeline Hospita...,4.2,(58 Reviews),"Chennai,Tamil Nadu + 20 more",Private,25 years old
7476,Goldmedal Electr...,3.8,(58 Reviews),"Mumbai,Maharashtra + 16 more",Private,43 years old
7477,Roto Pumps,3.8,(58 Reviews),Noida + 4 more,Public,54 years old
7478,Navigant Technol...,3.1,(58 Reviews),New Delhi + 5 more,Private,19 years old
7479,Al Adrak Trading...,4.0,(58 Reviews),32 years old,Muscat + 9 more,5k-10k Employees (Global)
7480,DWD Pharmaceutic...,3.8,(58 Reviews),41 years old,Mumbai + 10 more,501-1k Employees (India)
7481,Chumbak Design,3.6,(58 Reviews),"Bangalore,Karnataka + 15 more",Private,12 years old
